0.0034330657	0.033385098	-0.023379404	0.017937217	0.016427832	-0.011255422	-0.099531226	0.045032393	-0.08693217	-0.04822638	0.00031810935	-0.014277306	0.016274432	0.049696736	-0.040385038	0.076648936
0.03389784	0.038869973	-0.021468423	0.069256134	-0.0036426466	0.0052764886	-0.08436255	0.070135035	-0.0061291917	-0.06999145	-0.037081104	0.019230962	0.012340921	0.06865523	0.02341403	0.019022882
-0.034411326	0.105295815	-0.05486277	-0.02492138	-0.065430775	0.043022655	-0.023697073	0.07936908	-0.07214595	-0.0021871903	-0.037257988	0.007329661	0.11472717	0.092773244	-0.07377898	-0.007013903
0.07368544	0.08519549	-0.023610959	0.013808343	0.055037167	-0.025665484	-0.06787336	0.05867154	0.023274532	0.0042511965	-0.04484873	-0.0065502515	0.016629063	0.016053328	-0.042803146	0.0040330784
0.031475045	0.03562426	-0.03710096	0.01522568	0.052514687	0.011532209	-0.053523444	0.06970766	-0.0497022	-0.03731923	0.006611423	0.00013640116	0.07571829	0.05758538	0.025886599	0.018812332
0.058883604	0.0099705905	0.00933351	0.0068422537	0.00030288435	-0.04432176	-0.06729788	0.029488962	-0.08959427	-0.049206235	-0.053081475	0.006982756	-0.01171113	-0.00898713	0.06850179	0.051709417
-0.03672039	0.0022146802	0.000109107146	0.014474837	-0.0014476237	-0.003229297	-0.14262289	0.100361496	0.008339062	-0.09891702	-0.054170325	0.03226063	0.054890573	0.050242238	-0.0777677	0.1061077
0.05278108	-0.003532404	-0.013467227	0.03273126	-0.014194811	0.02057376	0.017576046	0.021124432	-0.057578843	-0.02490023	-0.047031548	0.040190943	0.033866484	0.0042217146	-0.005926886	0.04378791
-0.006897309	0.0038324324	0.021786459	0.045676522	0.0012742924	-0.02666836	-0.027360152	0.047737896	-0.081594944	-0.01574811	-0.05489636	0.030446053	0.041816443	0.06325258	-0.0067338157	-0.008198197
-0.025773546	0.064372495	-0.009875057	0.05553075	-0.0792469	0.055191904	-0.05344363	0.05550657	-0.0030162167	-0.023991344	-0.03453506	0.06755561	0.02819687	0.11720901	0.03212287	0.065705724
